"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","Instruction","Comments"
1550706214,11,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705611400,"tutor","NULL"
1550706031,12,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705392231,"intuitive_plain","NULL"
1550706031,12,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705419025,"intuitive_plain","NULL"
1550708623,13,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707876121,"professor","NULL"
1550708623,13,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707878496,"professor","NULL"
1550707107,14,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706568371,"professor","NULL"
1550707107,14,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706593957,"professor","NULL"
1550707311,15,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706484181,"intuitive_school","NULL"
1550707311,15,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706525481,"intuitive_school","NULL"
1550707204,16,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706315205,"tutor","NULL"
1550707204,16,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706316603,"tutor","NULL"
1550708066,17,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705962844,"intuitive_school","NULL"
1550708066,17,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705982940,"intuitive_school","NULL"
1550708598,18,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708268242,"intuitive_plain","NULL"
1550708598,18,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550708276764,"intuitive_plain","NULL"
1550707039,19,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705878593,"tutor","NULL"
1550707039,19,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705900915,"tutor","NULL"
1550706243,20,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705609158,"intuitive_plain","NULL"
1550706243,20,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705633487,"intuitive_plain","NULL"
1550708135,21,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550735038512,"tutor","NULL"
1550708135,21,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550735161295,"tutor","NULL"
1550706346,22,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705601947,"tutor","NULL"
1550706346,22,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705604947,"tutor","NULL"
1550706985,23,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706804582,"tutor","NULL"
1550706985,23,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706818684,"tutor","NULL"
1550706194,24,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705894422,"intuitive_plain","NULL"
1550706194,24,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705905648,"intuitive_plain","NULL"
1550708046,25,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707035894,"intuitive_school","NULL"
1550708046,25,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707055665,"intuitive_school","NULL"
1550706378,26,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705757065,"professor","NULL"
1550706378,26,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705788444,"professor","NULL"
1550712072,27,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550709879420,"tutor","NULL"
1550712072,27,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709929495,"tutor","NULL"
1550706157,28,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705718270,"professor","NULL"
1550706157,28,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705741633,"professor","NULL"
1550707469,29,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707103888,"tutor","NULL"
1550707469,29,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707114288,"tutor","NULL"
1550708900,30,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708385642,"intuitive_plain","NULL"
1550708900,30,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550708397033,"intuitive_plain","NULL"
1550710260,31,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550709751459,"intuitive_plain","NULL"
1550710260,31,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709770490,"intuitive_plain","NULL"
1550709416,32,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707559071,"tutor","NULL"
1550709416,32,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707591174,"tutor","NULL"
1550707361,33,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706401676,"intuitive_school","NULL"
1550707361,33,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706403247,"intuitive_school","NULL"
1550706453,34,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705799272,"professor","NULL"
1550706453,34,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705830600,"professor","NULL"
1550707453,35,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705898023,"tutor","NULL"
1550707453,35,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705931012,"tutor","NULL"
1550706574,36,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705566090,"intuitive_plain","NULL"
1550706574,36,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705575902,"intuitive_plain","NULL"
1550706410,37,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705805462,"professor","NULL"
1550706410,37,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705832222,"professor","NULL"
1550706490,38,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705681730,"intuitive_plain","NULL"
1550706490,38,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705688848,"intuitive_plain","NULL"
1550706766,39,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705951430,"tutor","NULL"
1550706766,39,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705953658,"tutor","NULL"
1550708223,40,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706354533,"intuitive_school","NULL"
1550708223,40,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707049693,"intuitive_school","NULL"
1550710554,41,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550709646935,"professor","NULL"
1550710554,41,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709685651,"professor","NULL"
1550706605,42,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705597818,"intuitive_school","NULL"
1550706605,42,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705601309,"intuitive_school","NULL"
1550706470,43,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705656971,"tutor","NULL"
1550706470,43,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705675605,"tutor","NULL"
1550710137,44,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550709466019,"tutor","NULL"
1550710137,44,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709495364,"tutor","NULL"
1550706712,45,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705945282,"intuitive_school","NULL"
1550706712,45,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705962006,"intuitive_school","NULL"
1550707149,46,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706470032,"professor","NULL"
1550707149,46,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706472906,"professor","NULL"
1550707076,47,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706541861,"intuitive_school","NULL"
1550707076,47,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706578752,"intuitive_school","NULL"
1550705849,48,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705507844,"intuitive_school","NULL"
1550705849,48,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705513262,"intuitive_school","NULL"
1550707417,49,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705712333,"professor","NULL"
1550707417,49,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705739091,"professor","NULL"
1550706361,50,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705407463,"intuitive_plain","NULL"
1550706361,50,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705426773,"intuitive_plain","NULL"
1550706316,51,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705469365,"intuitive_plain","NULL"
1550706316,51,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705477093,"intuitive_plain","NULL"
1550707620,52,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705445919,"intuitive_plain","NULL"
1550707620,52,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705686557,"intuitive_plain","NULL"
1550707883,53,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706381912,"intuitive_plain","NULL"
1550707883,53,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706388028,"intuitive_plain","NULL"
1550706709,54,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706348265,"intuitive_plain","NULL"
1550706709,54,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706359822,"intuitive_plain","NULL"
1550706799,55,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705613125,"tutor","NULL"
1550706799,55,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705642404,"tutor","NULL"
1550707141,56,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707034195,"intuitive_plain","NULL"
1550707141,56,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707035185,"intuitive_plain","NULL"
1550706292,57,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705846359,"intuitive_plain","NULL"
1550706292,57,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705848114,"intuitive_plain","NULL"
1550707592,58,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707008231,"intuitive_plain","NULL"
1550707592,58,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707018993,"intuitive_plain","NULL"
1550706626,59,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706109455,"professor","NULL"
1550706626,59,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706173400,"professor","NULL"
1550706443,60,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705732314,"professor","NULL"
1550706443,60,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705757828,"professor","NULL"
1550707192,61,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705893331,"professor","NULL"
1550707192,61,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705963397,"professor","NULL"
1550706647,62,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705804805,"professor","NULL"
1550706647,62,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705829892,"professor","NULL"
1550707818,63,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706925834,"intuitive_plain","NULL"
1550707818,63,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707019773,"intuitive_plain","NULL"
1550708387,64,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706318755,"intuitive_plain","NULL"
1550708387,64,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707419312,"intuitive_plain","NULL"
1550707316,65,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706856537,"intuitive_plain","NULL"
1550707316,65,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706868689,"intuitive_plain","NULL"
1550706620,66,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705881547,"professor","NULL"
1550706620,66,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705893543,"professor","NULL"
1550706597,67,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705846292,"intuitive_school","NULL"
1550706597,67,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705910136,"intuitive_school","NULL"
1550706919,68,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706276070,"professor","NULL"
1550706919,68,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706296111,"professor","NULL"
1550708523,69,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707424345,"professor","NULL"
1550708523,69,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707460986,"professor","NULL"
1550707522,70,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705705023,"tutor","NULL"
1550707522,70,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705745336,"tutor","NULL"
1550709658,71,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708607779,"intuitive_school","NULL"
1550709658,71,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709377893,"intuitive_school","NULL"
1550710121,72,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550709397620,"professor","NULL"
1550710121,72,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709418113,"professor","NULL"
1550707010,73,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705758422,"tutor","NULL"
1550707010,73,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705868068,"tutor","NULL"
1550707954,74,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707167317,"intuitive_school","NULL"
1550707954,74,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707206174,"intuitive_school","NULL"
1550709841,75,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550709110760,"intuitive_plain","NULL"
1550709841,75,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709137900,"intuitive_plain","NULL"
1550706635,76,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705762505,"professor","NULL"
1550706635,76,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705788477,"professor","NULL"
1550707236,77,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705709005,"professor","NULL"
1550707236,77,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705746931,"professor","NULL"
1550707047,78,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706434833,"tutor","NULL"
1550707047,78,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706454572,"tutor","NULL"
1550707237,79,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706308752,"tutor","NULL"
1550707237,79,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706383592,"tutor","NULL"
1550706101,80,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705726552,"professor","NULL"
1550706101,80,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705728680,"professor","NULL"
1550708228,81,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707737097,"intuitive_school","NULL"
1550708228,81,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707777006,"intuitive_school","NULL"
1550706364,82,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705747697,"professor","NULL"
1550706364,82,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705779816,"professor","NULL"
1550710693,83,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550710066882,"intuitive_plain","NULL"
1550710693,83,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550710086308,"intuitive_plain","NULL"
1550707566,84,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707008090,"intuitive_plain","NULL"
1550707566,84,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707021441,"intuitive_plain","NULL"
1550710335,85,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708739466,"intuitive_plain","NULL"
1550710335,85,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550708889995,"intuitive_plain","NULL"
1550706583,86,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705576361,"intuitive_plain","NULL"
1550706583,86,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706069962,"intuitive_plain","NULL"
1550706644,87,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705612308,"intuitive_school","NULL"
1550706644,87,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705638822,"intuitive_school","NULL"
1550707461,88,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706706804,"tutor","NULL"
1550707461,88,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706797068,"tutor","NULL"
1550706819,89,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705550753,"intuitive_school","NULL"
1550706819,89,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705586315,"intuitive_school","NULL"
1550706390,90,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705692526,"tutor","NULL"
1550706390,90,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705720349,"tutor","NULL"
1550705826,91,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705601454,"tutor","NULL"
1550705826,91,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705605660,"tutor","NULL"
1550707562,92,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706943975,"intuitive_plain","NULL"
1550707562,92,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706964890,"intuitive_plain","NULL"
1550707530,93,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707011237,"intuitive_plain","NULL"
1550707530,93,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707027073,"intuitive_plain","NULL"
1550707680,94,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706890276,"tutor","NULL"
1550707680,94,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707041290,"tutor","NULL"
1550706161,95,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705999057,"professor","NULL"
1550706161,95,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706001231,"professor","NULL"
1550706443,96,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705650813,"tutor","NULL"
1550706443,96,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705694585,"tutor","NULL"
1550708676,97,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707869505,"intuitive_school","NULL"
1550708676,97,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707872536,"intuitive_school","NULL"
1550709941,98,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550709210214,"intuitive_school","NULL"
1550709941,98,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709237247,"intuitive_school","NULL"
1550706548,99,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705525571,"intuitive_school","NULL"
1550706548,99,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705554867,"intuitive_school","NULL"
1550706254,100,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705646631,"tutor","NULL"
1550706254,100,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705673974,"tutor","NULL"
1550706049,101,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705499728,"intuitive_plain","NULL"
1550706049,101,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705513567,"intuitive_plain","NULL"
1550707367,102,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706022671,"intuitive_plain","NULL"
1550707367,102,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706047353,"intuitive_plain","NULL"
1550706411,103,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705764320,"professor","NULL"
1550706411,103,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705808070,"professor","NULL"
1550706424,104,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705856507,"professor","NULL"
1550706424,104,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705877655,"professor","NULL"
1550705792,105,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705411273,"intuitive_plain","NULL"
1550705792,105,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705419044,"intuitive_plain","NULL"
1550708374,106,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706459386,"professor","NULL"
1550708374,106,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706468786,"professor","NULL"
1550706862,107,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706419000,"intuitive_school","NULL"
1550706862,107,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706420718,"intuitive_school","NULL"
1550707559,108,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705707295,"intuitive_school","NULL"
1550707559,108,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705722621,"intuitive_school","NULL"
1550708188,109,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707530191,"intuitive_plain","NULL"
1550708188,109,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707545687,"intuitive_plain","NULL"
1550708185,110,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705726980,"tutor","NULL"
1550708185,110,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705728546,"tutor","NULL"
1550705916,111,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705615946,"tutor","NULL"
1550705916,111,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705620267,"tutor","NULL"
1550708840,112,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708349328,"intuitive_plain","NULL"
1550708840,112,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550708364228,"intuitive_plain","NULL"
1550709458,113,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708765029,"professor","NULL"
1550709458,113,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550708786606,"professor","NULL"
1550706544,114,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705710006,"professor","NULL"
1550706544,114,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705739559,"professor","NULL"
1550706841,115,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706433137,"intuitive_plain","NULL"
1550706841,115,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706444032,"intuitive_plain","NULL"
1550706701,116,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705498030,"intuitive_school","NULL"
1550706701,116,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705511738,"intuitive_school","NULL"
1550706257,117,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705620283,"tutor","NULL"
1550706257,117,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705671763,"tutor","NULL"
