"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","Comments"
1552259080,193,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552258597586,"NULL"
1552259080,193,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552258598887,"NULL"
1552256980,194,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256599024,"NULL"
1552256980,194,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256608342,"NULL"
1552256980,194,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256609797,"NULL"
1552257255,195,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256485447,"NULL"
1552257255,195,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256499052,"NULL"
1552257255,195,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256501322,"NULL"
1552257649,196,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256352370,"NULL"
1552257649,196,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256363480,"NULL"
1552257649,196,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256365541,"NULL"
1552257033,197,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256046764,"NULL"
1552257033,197,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256064026,"NULL"
1552257033,197,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256073348,"NULL"
1552256543,198,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256018991,"NULL"
1552256543,198,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256043684,"NULL"
1552256543,198,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256045119,"NULL"
1552258310,199,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256365030,"NULL"
1552258310,199,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256379578,"NULL"
1552258310,199,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256380736,"NULL"
1552258729,200,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552258074423,"NULL"
1552258729,200,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552258102996,"NULL"
1552258729,200,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552258104000,"NULL"
1552261673,201,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552260692391,"NULL"
1552261673,201,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552260718693,"NULL"
1552261673,201,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552260721151,"NULL"
1552258066,202,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256994595,"NULL"
1552258066,202,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552257005100,"NULL"
1552258066,202,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552257006616,"NULL"
1552257378,203,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256810962,"NULL"
1552257378,203,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256819203,"NULL"
1552257378,203,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256821109,"NULL"
1552257213,204,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256235074,"NULL"
1552257213,204,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256272655,"NULL"
1552257213,204,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256282139,"NULL"
1552256881,205,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552255994746,"NULL"
1552256881,205,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256045283,"NULL"
1552256881,205,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256050354,"NULL"
1552256891,206,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256043644,"NULL"
1552256891,206,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256066313,"NULL"
1552256891,206,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256068215,"NULL"
1552257581,207,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256436868,"NULL"
1552257581,207,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256522444,"NULL"
1552257581,207,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256524096,"NULL"
1552257682,208,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552257012073,"NULL"
1552257682,208,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552257027021,"NULL"
1552257682,208,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552257028462,"NULL"
1552260008,209,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552259235888,"NULL"
1552260008,209,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552259256535,"NULL"
1552260008,209,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552259257397,"NULL"
1552261987,210,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552261214830,"NULL"
1552261987,210,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552261235260,"NULL"
1552261987,210,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552261236292,"NULL"
1552258689,211,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552257585468,"NULL"
1552258689,211,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552257647987,"NULL"
1552258689,211,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552257650021,"NULL"
1552258826,212,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552258335034,"NULL"
1552258826,212,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552258343925,"NULL"
1552258826,212,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552258345922,"NULL"
1552257101,213,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552256388880,"NULL"
1552257101,213,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552256405316,"NULL"
1552257101,213,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552256406917,"NULL"
1552258708,214,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552257757090,"NULL"
1552258708,214,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552257907966,"NULL"
1552258708,214,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552257909577,"NULL"
1552258569,215,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","Start",1552258297985,"NULL"
1552258569,215,"PennController",67,0,"instruction_check","NULL","Selector","instruction_verification","Selection","choice2",1552258317605,"NULL"
1552258569,215,"PennController",67,0,"instruction_check","NULL","PennController",5,"_Trial_","End",1552258321611,"NULL"
